text,source,datetime,location,user_id
Average experience.,Website,2025-04-02 18:53:06,"West Jon, Vermont, Kyrgyz Republic",UID71858
Very disappointed.,Chatbot,2024-06-08 09:51:48,"Christophershire, South Carolina, Brazil",UID74000
I want a refund.,Email,2023-07-12 13:04:51,"Kristinabury, Arkansas, Mauritania",UID86527
No complaints.,Mobile App,2024-02-04 07:59:33,"North Lauriefurt, South Carolina, Bouvet Island (Bouvetoya)",UID99696
Excellent customer support!,Mobile App,2024-05-12 17:16:39,"East Adamville, New Mexico, Maldives",UID75316
Terrible experience.,Google,2024-07-22 18:47:43,"Taylortown, New York, Philippines",UID35952
No complaints.,Chatbot,2024-08-30 21:20:20,"East Denise, Montana, Oman",UID82424
No complaints.,Email,2024-05-31 17:19:07,"Greenstad, Washington, Lao People's Democratic Republic",UID54942
Will recommend to others.,Phone Call,2023-06-28 19:31:46,"North Robert, Nebraska, Saint Kitts and Nevis",UID82888
It was okay.,Website,2025-01-10 09:25:23,"Foxmouth, Virginia, Libyan Arab Jamahiriya",UID84779
Product matches the description.,Chatbot,2024-06-14 00:10:56,"New Fernandoville, Nevada, Christmas Island",UID31187
Terrible experience.,Website,2024-09-30 10:23:30,"Danielleshire, Idaho, Western Sahara",UID52175
It was okay.,Phone Call,2024-11-07 10:06:03,"Wrightview, New Jersey, Chad",UID42426
It was okay.,Phone Call,2024-10-28 22:31:40,"East Richard, Wyoming, South Georgia and the South Sandwich Islands",UID52907
Excellent customer support!,Chatbot,2025-02-26 13:35:03,"Port Tinaport, Mississippi, Gibraltar",UID53925
Great service!,Chatbot,2024-02-25 01:53:32,"Jamesberg, West Virginia, Anguilla",UID35500
Loved the experience.,Website,2024-12-25 12:54:56,"Suzannefurt, New Mexico, Argentina",UID27006
Will recommend to others.,Chatbot,2023-11-05 14:50:37,"Smithchester, Ohio, Malawi",UID76364
Customer support was unhelpful.,Website,2025-02-23 13:51:06,"New Zachary, Wisconsin, Saint Martin",UID19954
Not worth the money.,Google,2024-02-26 08:22:53,"Dyerfurt, Louisiana, Portugal",UID18337
Nothing special.,Chatbot,2024-01-10 09:28:24,"East Codymouth, Nebraska, Cote d'Ivoire",UID63818
Great service!,Email,2024-10-20 19:37:39,"Mathewston, Rhode Island, Tokelau",UID68670
Nothing special.,Facebook,2025-05-10 19:04:25,"Lake Ryan, Delaware, Russian Federation",UID49130
Customer support was unhelpful.,Google,2025-05-08 06:33:53,"Sampsonport, Hawaii, Gibraltar",UID66029
Average experience.,Website,2023-06-26 12:45:08,"Tateville, Florida, South Africa",UID34417
I want a refund.,Chatbot,2024-09-07 16:33:11,"Lake Phyllis, Texas, Syrian Arab Republic",UID65613
Product matches the description.,Facebook,2024-04-29 19:42:40,"Lopezfort, Colorado, Vietnam",UID25379
Average experience.,Mobile App,2024-01-09 12:42:08,"Ericaton, Wyoming, British Indian Ocean Territory (Chagos Archipelago)",UID23477
Very satisfied with the product.,Facebook,2025-02-25 09:27:16,"Port Josephburgh, Louisiana, Liechtenstein",UID80569
Great service!,Mobile App,2025-05-13 04:19:29,"Knighttown, Pennsylvania, Kyrgyz Republic",UID49038
Average experience.,Google,2024-09-18 01:40:07,"North Thomasshire, Vermont, Christmas Island",UID56469
I want a refund.,Mobile App,2024-12-25 09:31:23,"Georgeburgh, Idaho, Senegal",UID25431
Average experience.,Facebook,2024-05-04 03:42:28,"North Angelaport, California, Kiribati",UID79522
Not worth the money.,Facebook,2023-10-03 12:06:57,"Jonesview, Alabama, Jamaica",UID22108
Excellent customer support!,Facebook,2024-08-07 17:50:33,"Lake Jasminestad, Vermont, Tuvalu",UID35517
Very satisfied with the product.,Chatbot,2023-09-14 12:52:49,"Kelseymouth, Oregon, El Salvador",UID25198
Not worth the money.,Mobile App,2024-01-30 02:10:41,"Jeremyport, Nebraska, India",UID22259
Will recommend to others.,Mobile App,2024-05-20 04:53:26,"Allenville, Hawaii, Thailand",UID80409
Very disappointed.,Google,2023-06-14 21:50:50,"Alyssafort, Nevada, Thailand",UID92149
Very disappointed.,Google,2024-06-22 23:51:02,"Morrismouth, Kansas, Dominica",UID24541
Excellent customer support!,Website,2025-03-14 14:52:52,"East Spencerside, Louisiana, Seychelles",UID93783
Very satisfied with the product.,Facebook,2023-12-30 18:22:13,"Port Daleville, Delaware, Dominican Republic",UID15852
Loved the experience.,Mobile App,2023-07-06 22:33:00,"Mendozaville, Georgia, Benin",UID60517
Very disappointed.,Mobile App,2024-07-14 05:51:46,"Jamesview, Pennsylvania, Kyrgyz Republic",UID37497
Excellent customer support!,Chatbot,2023-06-08 15:53:22,"West Krista, Missouri, Timor-Leste",UID71899
No complaints.,Email,2023-06-22 02:41:20,"East Nathanport, Virginia, Swaziland",UID18545
I want a refund.,Website,2024-03-11 19:46:07,"New Joseph, New York, Gibraltar",UID97995
Customer support was unhelpful.,Chatbot,2024-08-08 11:07:41,"North Anthony, Virginia, Iran",UID18050
I want a refund.,Chatbot,2023-12-04 07:10:58,"East Barbarafort, New York, Israel",UID54461
I want a refund.,Email,2023-07-18 15:04:12,"North Davidchester, Alaska, Pakistan",UID24096
Terrible experience.,Phone Call,2025-02-24 22:06:25,"Catherinefurt, Pennsylvania, Seychelles",UID44898
Very satisfied with the product.,Chatbot,2023-12-15 19:58:15,"Natashastad, Missouri, Puerto Rico",UID51105
It was okay.,Email,2025-03-04 21:47:48,"Johnmouth, Connecticut, Angola",UID14015
Very satisfied with the product.,Phone Call,2024-08-01 05:05:08,"Ramirezburgh, Maryland, Finland",UID93612
Will recommend to others.,Google,2023-11-28 07:31:12,"Tammymouth, Vermont, Macao",UID92035
Product matches the description.,Website,2024-11-09 16:46:57,"Seanfurt, South Carolina, Falkland Islands (Malvinas)",UID46544
Great service!,Mobile App,2024-01-30 16:04:00,"Port William, Georgia, Sri Lanka",UID31514
Great service!,Facebook,2025-04-08 14:49:15,"North Angelamouth, Illinois, Morocco",UID42516
Great service!,Website,2023-12-04 20:32:25,"Lake Robertville, California, Bahrain",UID98382
Terrible experience.,Phone Call,2023-08-18 20:20:39,"East Yvonneberg, Idaho, Haiti",UID15661
Nothing special.,Google,2024-11-14 19:36:40,"Baileyton, Montana, Wallis and Futuna",UID50966
Excellent customer support!,Mobile App,2025-03-07 20:52:57,"North Katieshire, Colorado, Grenada",UID77222
No complaints.,Chatbot,2024-11-16 18:20:33,"North Davidville, New Hampshire, Greenland",UID81816
Nothing special.,Facebook,2024-07-05 18:00:52,"Paulchester, Indiana, Montserrat",UID21458
I want a refund.,Mobile App,2024-05-13 22:56:11,"East Jorgeside, New Hampshire, Guadeloupe",UID35958
No complaints.,Mobile App,2024-07-20 01:33:03,"Terryshire, Tennessee, Canada",UID74943
I want a refund.,Website,2024-05-03 06:49:28,"New Sandraview, Maryland, Azerbaijan",UID44775
Very disappointed.,Chatbot,2023-07-04 13:37:12,"New Ericland, West Virginia, Bermuda",UID29711
Excellent customer support!,Phone Call,2024-04-11 05:58:16,"Loriside, Kentucky, Bermuda",UID18756
Very disappointed.,Mobile App,2025-02-28 00:58:56,"Christopherfort, Connecticut, Saint Martin",UID29372
Great service!,Mobile App,2024-10-29 14:53:38,"Leestad, Idaho, Nicaragua",UID81117
Average experience.,Google,2023-10-10 09:07:20,"Byrdmouth, Nebraska, Vietnam",UID64091
It was okay.,Google,2025-01-20 23:02:11,"North Brandiport, Utah, Cameroon",UID29802
Great service!,Phone Call,2024-09-05 21:33:44,"New Susanburgh, Iowa, Jamaica",UID37744
No complaints.,Facebook,2025-01-01 12:35:35,"Marktown, Missouri, Bermuda",UID30905
It was okay.,Website,2023-10-05 00:16:50,"Nicoleside, Oklahoma, Bhutan",UID50564
Will recommend to others.,Email,2025-03-13 01:24:15,"Port Pedroshire, Rhode Island, Swaziland",UID50812
Nothing special.,Email,2023-08-03 04:11:31,"Hendrixton, Alaska, Jersey",UID42469
No complaints.,Facebook,2023-09-30 06:24:15,"Port Michelle, Wisconsin, Tonga",UID24440
Great service!,Facebook,2023-08-26 16:54:33,"Ellisburgh, Wyoming, Montserrat",UID53963
Product matches the description.,Phone Call,2024-01-21 17:51:21,"Anthonyborough, Nebraska, Poland",UID11736
Loved the experience.,Chatbot,2024-08-15 21:54:47,"West Monica, Hawaii, Mongolia",UID44208
Average experience.,Google,2023-09-13 17:13:15,"Knoxville, Indiana, Senegal",UID35882
Very disappointed.,Chatbot,2023-11-13 01:10:22,"Christinaside, Oregon, Luxembourg",UID28628
Customer support was unhelpful.,Mobile App,2023-10-20 20:44:03,"Deanside, Minnesota, Mauritius",UID40839
Loved the experience.,Email,2023-08-03 16:43:19,"North Brittanyview, West Virginia, Liberia",UID26109
Very disappointed.,Google,2024-05-23 00:34:08,"Thompsonside, South Carolina, Yemen",UID42711
Nothing special.,Facebook,2023-11-10 03:59:43,"Lake Toniborough, Arizona, Macedonia",UID88386
Average experience.,Phone Call,2025-04-15 00:12:38,"East William, Maryland, Burkina Faso",UID53301
Very disappointed.,Email,2023-07-20 09:08:12,"Hollyborough, Washington, Israel",UID35581
Terrible experience.,Mobile App,2025-03-01 11:27:16,"New Matthew, New Hampshire, Guadeloupe",UID76921
No complaints.,Mobile App,2024-11-13 16:31:55,"Leetown, Georgia, Burundi",UID85085
Will recommend to others.,Email,2023-09-01 23:39:34,"Johnview, New Hampshire, Bermuda",UID17262
Great service!,Mobile App,2025-03-12 17:13:00,"Moorechester, Florida, Nicaragua",UID63664
Customer support was unhelpful.,Chatbot,2024-09-25 15:16:31,"Daleland, Texas, Slovenia",UID85765
Great service!,Chatbot,2023-12-21 15:52:51,"North Jacquelinebury, Nebraska, Central African Republic",UID13550
No complaints.,Facebook,2024-07-12 01:49:02,"North Nicolaston, Arkansas, Saint Kitts and Nevis",UID42455
Product matches the description.,Website,2025-01-01 03:50:14,"Jacobsside, Maine, Barbados",UID94035
Customer support was unhelpful.,Phone Call,2024-02-19 12:17:50,"South Annette, Maine, French Guiana",UID68891
Very disappointed.,Google,2024-03-07 12:39:50,"South Brianview, Michigan, Jersey",UID44854
Excellent customer support!,Google,2023-08-18 03:00:24,"New Donaldmouth, Minnesota, Qatar",UID40285
Will recommend to others.,Phone Call,2023-07-31 03:21:38,"Rodneyside, Wisconsin, United States Minor Outlying Islands",UID45409
Great service!,Chatbot,2023-11-20 07:07:03,"North Jilltown, Oklahoma, Germany",UID42915
Very disappointed.,Website,2024-02-26 21:30:45,"West Alexander, Indiana, Guatemala",UID32554
Terrible experience.,Chatbot,2025-04-06 02:59:55,"Crawfordtown, Wyoming, Kenya",UID11503
Very disappointed.,Chatbot,2024-08-21 06:58:47,"West Pamela, Oklahoma, Gambia",UID35310
Average experience.,Website,2024-06-29 15:31:19,"East Heathermouth, Rhode Island, Lithuania",UID22829
I want a refund.,Phone Call,2023-09-17 14:35:15,"Cardenasberg, Kansas, Swaziland",UID24531
Very disappointed.,Chatbot,2024-01-04 15:59:36,"New Carla, South Dakota, Heard Island and McDonald Islands",UID21656
Loved the experience.,Email,2025-01-26 10:08:30,"Jonborough, Delaware, Lebanon",UID43472
Will recommend to others.,Phone Call,2024-01-30 12:07:18,"New Jacobville, Georgia, Romania",UID63926
It was okay.,Email,2024-04-27 19:23:23,"East Anthony, New Hampshire, Hungary",UID61748
Loved the experience.,Phone Call,2023-07-04 14:07:43,"Cunninghamview, Idaho, Svalbard & Jan Mayen Islands",UID27637
Product matches the description.,Chatbot,2024-05-05 22:39:27,"New Davidmouth, Connecticut, Haiti",UID79845
Terrible experience.,Website,2025-01-30 23:49:57,"Desireeside, South Dakota, Christmas Island",UID21721
Very satisfied with the product.,Mobile App,2024-07-08 01:19:05,"Port Lukestad, New Mexico, Turkmenistan",UID28702
Customer support was unhelpful.,Chatbot,2025-02-06 14:28:15,"North Michelle, South Dakota, Cocos (Keeling) Islands",UID88800
Will recommend to others.,Website,2024-07-21 12:11:43,"South Monicabury, North Carolina, Iceland",UID56850
It was okay.,Phone Call,2023-09-14 06:44:26,"West Georgefort, Utah, Central African Republic",UID77239
I want a refund.,Google,2024-06-30 12:31:07,"Charlesberg, Oregon, Singapore",UID24096
Loved the experience.,Phone Call,2024-10-23 03:27:14,"Bradleyland, Utah, French Guiana",UID44863
Customer support was unhelpful.,Email,2024-04-09 09:41:00,"Millerport, Utah, Denmark",UID44947
Great service!,Mobile App,2023-12-20 02:31:07,"West Linda, Arizona, Bahrain",UID46977
No complaints.,Phone Call,2025-04-15 19:50:00,"Kathyshire, Missouri, Mozambique",UID95524
Nothing special.,Facebook,2024-09-13 01:03:46,"Fergusonshire, Texas, Egypt",UID89385
Customer support was unhelpful.,Email,2025-01-15 19:33:19,"East Dana, South Dakota, Somalia",UID19754
Very satisfied with the product.,Email,2024-06-05 05:53:12,"Lake Christopher, Arkansas, Anguilla",UID75686
No complaints.,Phone Call,2023-08-28 06:27:18,"Jensenton, Connecticut, Mauritius",UID10047
Loved the experience.,Google,2023-12-15 12:32:27,"Warrenborough, Wyoming, Guernsey",UID63150
No complaints.,Website,2025-02-04 01:32:36,"South John, North Carolina, Micronesia",UID21580
It was okay.,Phone Call,2025-04-26 10:24:40,"Cruzbury, Hawaii, Antarctica (the territory South of 60 deg S)",UID65013
Excellent customer support!,Phone Call,2024-01-29 06:08:26,"South William, Michigan, Rwanda",UID49884
Terrible experience.,Facebook,2024-08-09 12:52:35,"South Taylor, Delaware, Dominica",UID58531
Great service!,Phone Call,2023-07-01 12:03:50,"Robertshire, New York, Grenada",UID36340
Very satisfied with the product.,Chatbot,2024-04-24 09:50:09,"Garciamouth, Minnesota, British Virgin Islands",UID54214
Very disappointed.,Phone Call,2024-03-03 15:18:59,"New Melissa, Florida, Thailand",UID29006
Product matches the description.,Website,2025-01-29 22:15:09,"North Kevin, Massachusetts, Malaysia",UID37190
Will recommend to others.,Email,2024-10-18 06:25:46,"South Suzannemouth, Nebraska, Tanzania",UID12618
No complaints.,Phone Call,2025-02-06 00:20:16,"New Codyport, New Hampshire, Jamaica",UID12521
Loved the experience.,Mobile App,2024-04-29 15:44:45,"North Frederick, Mississippi, Anguilla",UID17374
I want a refund.,Website,2025-03-15 22:40:16,"Reeseberg, Kentucky, Costa Rica",UID74929
Terrible experience.,Facebook,2024-07-14 07:28:53,"East Lisa, Montana, Uzbekistan",UID46232
Will recommend to others.,Website,2024-09-29 20:45:50,"West Mackenzie, Hawaii, Oman",UID80275
Very satisfied with the product.,Facebook,2024-11-26 19:51:17,"Ortizview, Pennsylvania, Taiwan",UID83373
No complaints.,Facebook,2023-07-08 22:33:37,"Jacquelineview, Wyoming, El Salvador",UID48572
Customer support was unhelpful.,Phone Call,2024-01-03 13:02:21,"Lake Leslie, Maryland, San Marino",UID61648
Nothing special.,Google,2025-04-29 05:38:31,"Kevintown, New Hampshire, Bosnia and Herzegovina",UID84055
Terrible experience.,Website,2024-11-16 16:52:40,"East Brian, Louisiana, Bangladesh",UID83617
Average experience.,Phone Call,2023-07-18 08:23:56,"Hughesburgh, Illinois, Colombia",UID72273
It was okay.,Mobile App,2023-07-12 16:15:21,"New Gailside, Arizona, Lithuania",UID99849
Great service!,Mobile App,2025-01-21 02:12:23,"Williamland, Mississippi, Western Sahara",UID66022
No complaints.,Chatbot,2025-05-18 14:55:04,"Douglasfort, Nevada, Saint Martin",UID87617
I want a refund.,Facebook,2023-07-08 07:47:38,"Donaldtown, Maine, Indonesia",UID56094
Great service!,Website,2023-07-29 02:47:28,"Santiagochester, Missouri, Madagascar",UID45127
Great service!,Chatbot,2024-02-02 04:31:47,"Laurenstad, Mississippi, San Marino",UID89968
Not worth the money.,Phone Call,2023-07-31 11:28:31,"North John, North Carolina, Tonga",UID17370
Terrible experience.,Phone Call,2025-05-08 13:15:43,"Rhondamouth, Ohio, Puerto Rico",UID94554
Average experience.,Email,2023-10-28 09:34:40,"Port Hannah, New Hampshire, Andorra",UID16580
Very disappointed.,Facebook,2025-01-25 01:28:01,"Fisherville, Colorado, Guam",UID91830
Not worth the money.,Facebook,2024-01-20 09:01:30,"East Jeremyside, Indiana, Puerto Rico",UID71270
Loved the experience.,Email,2024-07-17 10:43:50,"West Alexandriaport, Wyoming, Latvia",UID73910
Will recommend to others.,Facebook,2023-06-05 23:34:04,"East Amberview, Oklahoma, Kazakhstan",UID13226
It was okay.,Phone Call,2024-06-27 14:30:03,"Bryanthaven, Washington, Benin",UID86082
Loved the experience.,Facebook,2023-10-03 03:48:41,"North Jeffreyport, Indiana, Pitcairn Islands",UID78260
I want a refund.,Phone Call,2025-01-01 19:45:21,"Blevinsland, Massachusetts, Eritrea",UID41491
No complaints.,Email,2023-08-13 20:47:04,"Lake Anthonyberg, Missouri, Korea",UID99825
I want a refund.,Facebook,2024-10-15 18:24:00,"Figueroaland, Utah, Colombia",UID43454
Product matches the description.,Email,2024-04-18 18:58:27,"Lake Colleen, Washington, Israel",UID41909
Customer support was unhelpful.,Chatbot,2024-11-30 17:33:47,"East Matthew, New Jersey, Isle of Man",UID61000
Excellent customer support!,Facebook,2024-05-26 06:13:00,"Marilynville, Georgia, Qatar",UID98826
No complaints.,Facebook,2023-11-08 02:54:14,"Hoffmanburgh, Vermont, Nauru",UID15525
It was okay.,Email,2024-06-27 18:29:11,"Butlerton, Rhode Island, Christmas Island",UID10076
Terrible experience.,Chatbot,2025-03-03 10:22:17,"Nguyenshire, Vermont, Falkland Islands (Malvinas)",UID31015
Excellent customer support!,Email,2024-04-04 22:18:15,"Whitechester, South Dakota, Kazakhstan",UID91966
Very disappointed.,Website,2025-02-05 05:10:01,"Mercadoside, Michigan, Libyan Arab Jamahiriya",UID94232
Excellent customer support!,Mobile App,2023-06-20 14:39:32,"Scottside, Texas, Albania",UID36849
I want a refund.,Mobile App,2024-05-30 13:11:11,"Moorestad, Louisiana, Guyana",UID14213
Very disappointed.,Mobile App,2023-10-13 19:37:02,"Christophertown, Missouri, Holy See (Vatican City State)",UID73805
Not worth the money.,Website,2024-06-19 02:43:39,"Connorside, Connecticut, Kazakhstan",UID12395
Not worth the money.,Chatbot,2024-01-05 15:50:16,"Lake Wendy, Wyoming, Sweden",UID61841
Product matches the description.,Email,2023-12-07 11:57:02,"East Colleen, Maryland, Tunisia",UID13478
Customer support was unhelpful.,Mobile App,2024-01-08 01:55:37,"Jamieview, Idaho, Uzbekistan",UID85048
Great service!,Facebook,2024-07-16 13:09:00,"Jonesfurt, Alaska, Guinea-Bissau",UID92577
Excellent customer support!,Phone Call,2023-10-02 23:18:49,"West Melissa, Pennsylvania, Tuvalu",UID79873
I want a refund.,Mobile App,2024-10-25 06:24:44,"North Jacquelinechester, West Virginia, Barbados",UID98078
